1466,732,0
26,2167,0.088611
2167,26,0.093333
290,287,0.16444
1773,991,0.19472
1994,1996,0.31361
890,1958,0.40667
3385,3568,0.425
1113,1692,0.43806
453,994,0.51361
1886,1538,0.54333
145,1412,0.63222
145,332,0.65056
2340,1781,0.67167
208,621,0.89778
57,788,0.9075
320,2551,0.9275
509,2422,0.98083
2551,320,0.99389
631,893,1.0403
3476,3409,1.1036
3476,3409,1.1061
994,453,1.1203
3037,5,1.1536
442,3486,1.6256
2664,3148,1.6594
837,406,1.7981
3121,1132,1.9972
442,3486,2.0133
3351,3354,2.0661
1573,796,2.2761
2741,2999,2.3567
1365,1958,2.5172
1837,2881,2.5764
1617,1958,2.8319
677,2927,3.1756
493,2088,3.4814
295,2448,3.8281
616,1958,3.8653
3354,3351,3.9489
1102,754,4.0781
754,1102,4.4
3034,1810,4.5081
1759,2170,5.1981
575,858,5.2783
380,732,5.3058
1119,2816,5.315
380,613,5.6467
870,1150,5.8592
870,1016,5.9931
870,1014,6.0503
265,2654,6.1675
1014,870,6.2419
447,9,6.2856
2311,3252,6.3425
2363,2368,6.3478
1933,1932,6.355
1933,680,6.3719
287,290,6.7708
2562,2203,6.7806
870,1638,6.9519
870,1460,6.9661
774,599,7.0897
870,1530,7.5603
265,2823,7.7331
16,153,7.9503
16,153,7.9606
1658,2823,8.0492
3323,2127,8.1611
1620,1264,8.2031
1620,1642,8.2142
1620,1260,8.2347
2944,1494,8.6203
918,3252,8.8906
859,1447,8.9419
76,440,9.3092
2461,1730,9.4269
1809,3201,9.5386
2461,2107,9.5931
2461,3020,9.6011
16,68,9.7575
16,15,9.7686
2461,2459,9.9047
16,154,9.9794
2461,2985,9.9967
2461,2003,10.024
16,234,10.025
728,732,10.059
16,406,10.064
175,599,10.2
16,26,10.232
16,9,10.236
916,873,10.887
697,2823,11.346
1514,1892,12.157
2461,1208,12.776
2461,2846,13.04
2461,1341,13.129
290,287,13.659
212,1933,14.143
858,453,14.877
453,858,15.473
442,3252,15.626
2306,2120,15.813
1980,2039,15.825
287,290,15.925
82,2647,15.966
2901,443,16.833
2889,1477,16.845
1372,1248,17.231
234,16,17.252
2266,1175,17.352
2741,282,17.376
2367,550,17.799
677,2927,17.922
677,16,17.929
1494,2944,18.007
1706,778,18.014
496,3348,18.062
3067,3403,18.063
2304,2534,18.083
33,3252,18.135
498,3317,18.251
613,380,18.306
3387,2124,18.417
1104,2020,18.622
3409,3476,18.683
2448,295,18.702
2764,3148,18.795
1001,95,18.934
2348,1626,18.95
2124,3387,18.965
1626,2348,18.984
1529,2374,19.082
107,2216,19.165
3387,2124,19.182
340,1077,19.201
2124,3387,19.279
3387,2124,19.324
2124,3387,19.361
3387,2124,19.4
2124,3387,19.422
1024,2306,19.431
3387,2124,19.462
107,2216,19.47
2124,3387,19.471
3387,2124,19.488
2124,3387,19.503
332,1146,19.601
73,2088,19.627
174,2551,19.722
2824,1312,19.764
1330,1022,19.78
3538,1516,19.926
2001,2461,19.939
174,948,19.973
1150,2306,20.063
1994,1980,20.442
1994,1996,20.461
62,732,20.536
68,16,20.62
930,2436,20.847
930,2436,20.847
1341,2461,20.94
2342,918,21.035
2551,174,21.148
1980,1910,21.173
2551,320,21.208
2127,3323,21.252
653,3252,21.312
993,1765,21.344
1886,1538,21.348
3348,496,21.458
332,2071,21.474
2077,1699,21.505
28,21,21.535
63,2313,21.547
909,2654,21.587
975,1125,21.6
2356,88,21.653
2356,2862,21.656
2356,3067,21.677
1997,496,21.697
1997,446,21.708
2356,2266,21.747
2558,3148,21.766
732,62,21.803
2356,2711,21.889
2652,295,22.099
1538,1886,22.137
2564,1516,22.149
2509,2654,22.267
433,3124,22.314
383,2482,22.366
1695,715,22.404
469,794,22.515
732,728,22.569
2075,993,22.586
3352,3269,22.76
496,3348,22.765
2075,1170,22.792
1483,2823,22.809
3352,1339,22.834
1083,2156,22.837
2701,804,22.892
18,2278,22.914
804,2701,22.97
752,1268,23.061
1098,2280,23.12
3352,764,23.132
3352,1876,23.145
695,663,23.157
1098,918,23.183
1098,1975,23.202
2459,2461,23.206
1098,1975,23.217
3121,1132,23.284
1098,2321,23.353
127,22,23.424
267,155,23.443
1992,1995,23.596
2776,2636,23.627
22,127,23.694
3067,2356,23.712
255,858,23.725
724,732,23.752
2711,2356,23.881
2647,82,24.075
2238,2239,24.11
446,1997,24.237
1264,1620,24.342
2203,2209,24.52
242,2356,24.544
2421,2654,24.546
2203,1267,24.552
2156,1083,24.553
2203,2489,24.577
2263,2306,24.753
330,2113,24.849
2093,75,24.879
440,76,24.941
519,2109,25.004
519,1160,25.046
519,2108,25.051
45,295,25.094
470,2831,25.121
764,3352,25.183
2313,63,25.193
332,976,25.201
881,2163,25.223
1150,870,25.268
1867,451,25.293
519,113,25.447
1695,988,25.529
1359,3252,25.538
2789,371,25.593
332,1146,25.637
2266,2356,25.682
1841,2286,25.707
1500,164,25.714
21,28,25.739
877,1207,25.805
1264,1620,25.907
2342,3252,26.063
3201,1809,26.127
2088,1169,26.279
3209,2463,26.372
1169,2088,26.584
2113,330,26.707
2247,3348,26.903
1609,480,26.942
2286,1841,26.944
858,1027,26.95
480,1609,26.998
2463,3209,27.135
858,1419,27.139
21,2306,27.216
1146,332,27.245
378,2416,27.247
2109,2108,27.28
2108,2330,27.402
164,1500,27.683
2482,383,27.69
2534,2304,27.7
2304,2534,27.726
1077,340,28.035
340,1077,28.066
329,331,28.12
446,1319,28.18
443,2901,28.21
1809,3201,28.399
2103,164,28.462
2103,3317,28.477
625,695,28.505
483,1063,28.571
2050,975,28.574
1543,2758,28.62
381,732,28.661
1319,446,28.749
1582,416,28.917
144,1150,28.977
1250,2575,28.992
697,2765,29.057
3344,1494,29.141
3344,3006,29.174
255,3260,29.349
1419,858,29.364
1419,858,29.364
1494,3344,29.441
1552,3301,29.806
2901,443,29.822
3301,2648,29.839
1398,98,29.862
918,2342,29.886
829,3304,29.916
732,381,30.129
2966,3003,30.206
677,24,30.227
677,2823,30.246
732,724,30.295
2028,448,30.299
2923,1526,30.31
2028,1563,30.331
2897,3209,30.433
3165,2870,30.677
448,2028,30.793
1563,2028,30.819
2758,1543,30.937
3006,3344,31.73
3006,3344,31.735
1497,2555,32.006
2823,1483,32.053
2823,697,32.066
2823,265,32.075
2432,2421,32.344
76,440,32.89
3244,964,32.951
2058,2408,38.753
703,1146,39.388
153,16,40.411
84,206,40.506
1480,1478,40.702
2992,1343,40.715
2028,448,40.831
3246,3045,40.925
964,3244,40.932
2028,1563,41.037
3344,3006,41.148
2247,3348,41.219
1706,3048,41.637
3048,2117,41.639
1706,3048,41.821
2461,1341,42.176
1341,2461,42.307
2247,3348,42.334
3340,3011,42.383
2461,2459,42.509
2167,1101,42.514
1342,1343,42.549
1841,2286,42.842
1821,1343,43.071
1802,679,43.104
3226,3027,43.191
1146,703,43.263
95,1001,43.3
320,2551,43.429
858,1419,43.452
1781,1595,43.568
1781,1595,43.621
